signal,human_si,enc_01,enc_02,enc_03,enc_04,enc_05,enc_06,enc_07,enc_08,enc_09,enc_10,enc_11,enc_12,enc_13,enc_14,enc_15,enc_16,enc_17,enc_18,enc_19,enc_20,enc_21,enc_22,enc_23,enc_24,dec_01,dec_02,dec_03,dec_04,dec_05,dec_06,dec_07,dec_08,dec_09,dec_10,dec_11,dec_12,dec_13,dec_14,dec_15,dec_16,dec_17,dec_18,dec_19,dec_20,dec_21,dec_22,dec_23,dec_24
S08558_L0227_E001,0.0,0.9654852298100789,0.9622202621301015,0.9592995433807373,0.958764620701472,0.957004544933637,0.955486822883288,0.952936749458313,0.9414420960123341,0.9350316018039981,0.9295488876750072,0.9219130124002695,0.9174018444468578,0.9164343448927005,0.9126869887808958,0.908734927535057,0.9051122767180204,0.9021401110092799,0.8990608175322413,0.8918072493386765,0.8852789274627964,0.8817629118015369,0.8817201481660207,0.8769476224283377,0.8744507729609807,0.9576061220740045,0.9774404408463007,0.9826446975600014,0.9758199330375464,0.9588146491499153,0.9563983943560691,0.9553995467209748,0.9465551761943006,0.9390345138773767,0.9320279390434668,0.9179400020632265,0.9156328421194908,0.9190174153944205,0.9276040726777709,0.9377326164982386,0.9470968211693354,0.9580752444028194,0.9640831856156419,0.9690786094377586,0.9728281766435003,0.9750421541105867,0.9738904744890012,0.9715704588224189,0.9694674802246048
S08561_L0239_E001,0.0,0.9654850809971491,0.964893752058347,0.962862573424975,0.9609540952841441,0.9591922456820806,0.9585357073545456,0.954108672897021,0.9405218796829382,0.9332525471270395,0.9274306076864014,0.9209748070488374,0.9167645401476572,0.9164151204119747,0.9118092486721774,0.9086255854380627,0.9041209155780574,0.8989747853515049,0.8968991810319324,0.8883325117050359,0.883082313087148,0.8805218573162953,0.8802478918408354,0.8756095171670119,0.8724309382687012,0.5950667616630214,0.7377892358133409,0.8431168528107562,0.8004910810461788,0.6912674569524597,0.6880644798747428,0.6873784258764668,0.6699498467741402,0.6866638102704291,0.6914979774828635,0.681551275051106,0.7122776890429603,0.727077316318189,0.7330328661381246,0.7527614097509516,0.7760203034280075,0.816764648185536,0.8442963962314924,0.8723666939249966,0.8926691529563041,0.8998705134176933,0.8978284472816447,0.8763895855305908,0.8690955017290193
S08566_L0218_E001,0.0,0.9664026997884114,0.9663408360878627,0.9634789492289225,0.9626947595675787,0.9603933993975321,0.9586499938964844,0.9522634690205256,0.93409787479043,0.9226961768468221,0.9141757283955813,0.9034050666218003,0.8962251398389538,0.895934402902921,0.8913844073961178,0.8837944402371843,0.8793038520589471,0.8753475227480133,0.8737893517451981,0.8634686953915904,0.8581174380903442,0.8566273656164607,0.8590530880292256,0.8538231700062752,0.8542529963950316,0.4119645898653632,0.5552782745265091,0.7246286447463478,0.6110188988047361,0.43733341760268546,0.42463249671987663,0.4234490159973933,0.38567737193412926,0.39786814901731327,0.4115118089994519,0.38716944757459615,0.40567475237473355,0.45483512937156617,0.49443076921562895,0.5329663778636428,0.6113913624863004,0.6802177403633377,0.7315224015705115,0.7730349837008327,0.8108316948420372,0.8392386366397887,0.8505258719407482,0.8416765386091826,0.8325821642009396
S08574_L0206_E001,0.0,0.963003476579984,0.9665830394426982,0.9667439599831898,0.9660180518229803,0.9643698488076528,0.9632989736000697,0.9583149062395095,0.9403064000358184,0.9320065718752643,0.9250527006710569,0.9175032977635662,0.9116313694516818,0.9110449323020875,0.9059276982527226,0.9015633225316803,0.8967832398321479,0.8925611418516686,0.8912858744487167,0.8826373846083879,0.8775244683660567,0.8759510267615939,0.8767779055734476,0.8729615877121687,0.8712772863407929,0.4647564548837346,0.6626871184255131,0.8024154667792648,0.7346950360126373,0.5157506466108657,0.47239477594127444,0.4686287777097849,0.41593582743366575,0.40307004490491816,0.41260759557404314,0.4016587331750726,0.3995983370548989,0.43208775990260573,0.4755642750960109,0.5238357184168816,0.5925227137540633,0.6704212830351254,0.7291832158532683,0.7782308457551395,0.8140330778115547,0.840044264413095,0.8586944953451368,0.8654463610755694,0.864966355222906
S08574_L0212_E001,0.0,0.9658682273228963,0.9688238077958425,0.9685762803157171,0.967548912525177,0.9657804658412933,0.9653866302967071,0.9612957287629446,0.9449716521700223,0.9372528436457117,0.9307033676827947,0.923335604377091,0.9171265969450275,0.9168285864144564,0.9127483154696723,0.9091905205038686,0.9049124202802777,0.9007363155484199,0.8994503306299448,0.8916446163080012,0.8864849544288591,0.8843902551072339,0.885297239040335,0.8817660903930664,0.8797993855973085,0.7061149953593358,0.8330848334807469,0.8960890203523383,0.8666454100620271,0.7606838782038726,0.7445047113307766,0.7466101515210999,0.7226823393586758,0.7179437076576516,0.718547653297629,0.6997786237482997,0.7217300361259537,0.7225986157941016,0.7351957252894976,0.7568118569573156,0.7808386291938204,0.8199830060221754,0.845811841858962,0.8679112494153672,0.8831172017903903,0.8995568430261188,0.9012590924592954,0.8922007613189812,0.8775191209028013
S08575_L0240_E001,70.0,0.9718975305557251,0.9706937581300735,0.9695531837542852,0.9680995368957519,0.9665750623146693,0.9662640010515848,0.9631881958246231,0.9482510639329751,0.9421141914414862,0.9376860567430655,0.9308041170823077,0.9269720930873105,0.9247885549902761,0.9205372430800829,0.9163051269647355,0.9118081113047277,0.907775108389246,0.9058733457035074,0.8987518133368964,0.8945912236546477,0.8921138688816379,0.893010760512203,0.8895860629131397,0.8870782173201441,0.7937221520867666,0.860851835451901,0.9033079001992206,0.884140684073652,0.8240033657710665,0.8227541616835324,0.8205928431869098,0.8157112411884163,0.8244474781836777,0.8265837398726528,0.8253239740913534,0.84071582326561,0.849455636657367,0.8570446829091141,0.8670683887562712,0.87901879904405,0.8972782210656136,0.9091708238646008,0.9228806875642807,0.933466694054594,0.9370606197969662,0.9346117183064057,0.9241000257239198,0.9119110993475237
S08576_L0229_E001,0.0,0.9726788787047068,0.9713262758255005,0.9699156682093938,0.9699346931378047,0.9688192961613337,0.968530526638031,0.9658706225554148,0.9531492251753807,0.947523973767956,0.9422352429727713,0.9344961762726307,0.9296286154190699,0.927722995797793,0.9235601579844952,0.9202068884124358,0.9164784871886174,0.913845420802633,0.9116147506386042,0.9059998137851556,0.902102022578319,0.8999593484352032,0.9006497199038664,0.8980488161842028,0.8963604222436746,0.965634577098339,0.980048764129569,0.9858005359109101,0.9812115331230148,0.9677125015791322,0.9681986816879684,0.9676113650308724,0.9552316636575037,0.9424885632725425,0.9390595758293077,0.9302927209267883,0.932573333887019,0.9342344423057422,0.941508830328055,0.9489479316120571,0.9569359211853264,0.9663168483908549,0.9719272471639665,0.9761955168126913,0.9793071921250355,0.9813219196540622,0.9812855118454694,0.9814495529658361,0.9767685663714444
S08578_L0224_E001,0.0,0.9565812129974365,0.9606731870174408,0.9629400624831518,0.9616469469070434,0.9586539258559544,0.9564455458720525,0.9511743831634522,0.9327742835953832,0.9250810676380836,0.918868841746822,0.9101499731965984,0.9008354858281091,0.9001313319262118,0.8933727405257523,0.8887473859762152,0.8844436162019459,0.8804778681468839,0.8792205075553308,0.8706221525557339,0.8659673667661846,0.8648366577979177,0.865650925797061,0.8609353935271502,0.8575532525740563,0.4132898588147915,0.5771933094083767,0.7649202377764546,0.6838890664351189,0.4913316732476288,0.46112952188293155,0.4528572963877034,0.4168674533592431,0.421210291613942,0.4233204825885576,0.4050746860838582,0.4247101417391024,0.47795662177942344,0.5160993726874773,0.5548352771436968,0.6325151742592705,0.6995690955399272,0.7421318533576862,0.7832321498088632,0.8194698630690554,0.8483122548032626,0.8630168159385928,0.8588913883674445,0.8457480463512319
S08579_L0219_E001,14.2857142857,0.9688810529311498,0.9704503035942713,0.9709811796347301,0.9703495781819026,0.9691398375034332,0.9681612434387207,0.9657754678328831,0.9520882377078136,0.9470244792451461,0.9420715122471253,0.9355006688361367,0.930184882722795,0.9278705401246746,0.9230239546149969,0.9198480105921626,0.9155553808882833,0.9112551788638036,0.9093967320372661,0.9022873518690467,0.8974586847548683,0.8952733411366741,0.8958945557872454,0.8930946134875218,0.8909507210254669,0.5940897997992269,0.7301504353757224,0.8356716424574945,0.7879617111420587,0.6565465850953142,0.6535210072910435,0.644154838102938,0.629202322275159,0.6455769190607913,0.6500121637396611,0.6423336529822321,0.6568047404663099,0.6580560500903,0.6768838425980472,0.713273927218469,0.7395467354315933,0.7875392546952136,0.8213807563629612,0.8510531428937338,0.8746275124781789,0.8822951972614251,0.8825490087071757,0.864924910925491,0.8420258304247991
S08579_L0225_E001,85.7142857143,0.9706519156297048,0.9718141218423844,0.972512549440066,0.9715024587710699,0.9701652551492055,0.9689452279408772,0.966717713634173,0.9537769556492567,0.9488528371825814,0.9443093528772394,0.9377649829039971,0.9325180435677369,0.9294857582176725,0.9249322312728813,0.9213896808649102,0.9174042759376267,0.9130557553110024,0.9113211534594496,0.9041231778630366,0.8993040570146065,0.897109180405736,0.8976906455904246,0.8949463304082552,0.892978011071682,0.5820006880038723,0.7277281406099373,0.8296733490821037,0.7772651519494266,0.6421996316600239,0.6312395837812276,0.6239129311100803,0.5989420965627662,0.6194386288608159,0.6233748742164406,0.6207275539846381,0.6471597985172933,0.6519868654344357,0.6680686176499492,0.7045110193809822,0.7326794982168479,0.7824834778727117,0.8164609849446712,0.8476029543996312,0.8711087934509038,0.8833148734072106,0.8837689504842553,0.8708056587098657,0.8533725696363614
S08582_L0215_E001,87.5,0.9573135121266048,0.9563464316129684,0.9548921341498693,0.9547373362382253,0.9558731535275777,0.9553928360541661,0.9506340860327085,0.9352429962412765,0.9291231935567533,0.9235119257612775,0.915777642285917,0.9121485858109469,0.9118648069525759,0.9075643884129823,0.9043775207487246,0.9006338850092143,0.8965446514946719,0.8935506873987615,0.8855286093119842,0.8805996701288968,0.8779205660025279,0.8783927621543407,0.8756475853423278,0.8769417640566826,0.9468702495957765,0.9735282030448916,0.9806614254292434,0.9756799668887552,0.9597015169758746,0.9612058643854446,0.9586650360354697,0.9512526287969079,0.9448350249152047,0.9392284069184947,0.930574543611418,0.936768218775023,0.9392516885991348,0.9457322485230224,0.953341902295908,0.9604258514960999,0.9697787365686512,0.9745471454479605,0.978511912739439,0.981058962968029,0.9824991864898445,0.983088282874096,0.9815905552371826,0.9777177102148411
S08594_L0225_E001,30.0,0.9652834638357163,0.9657047647237778,0.9656147413253784,0.9644284200668335,0.9623364854653677,0.9609616794586182,0.9570683441559473,0.9408346352856606,0.9341957772684594,0.9286370978256067,0.9200936016440392,0.9145233912616968,0.9131904086718957,0.9080138578663269,0.9032570104400317,0.8985794463828206,0.8949601600319147,0.8932690866440535,0.8847169495845835,0.8794853847374519,0.8764027430613835,0.8755322087407112,0.8724327944318453,0.8735749906599521,0.7540240273895908,0.8283018544324766,0.8874450886186638,0.8580207723780677,0.7767846946421041,0.7716138484301392,0.7786094780792203,0.7599566645871043,0.768945419703601,0.7729494175396573,0.7709767092224487,0.8022588958429526,0.8106914021765298,0.8193544200339911,0.8352731825159695,0.8512107226506305,0.8764618842165741,0.8973022070580864,0.9134502689678665,0.9245889461889946,0.9297125917417062,0.9264589157287308,0.9192105090259854,0.9112540997983302
S08594_L0231_E001,40.0,0.9600130786101023,0.962054937283198,0.9623915820916493,0.9617702422936757,0.95991634674867,0.9587094513575236,0.9548596793413162,0.9331073281498005,0.9252207976753513,0.9183224194186429,0.9079807551701864,0.901687491816779,0.9016230477541685,0.8968722610299786,0.8929248454297583,0.8888240771529575,0.8857315530627966,0.8840207147821784,0.874657293672363,0.8692512657719199,0.866381913010031,0.8659470941722393,0.8634419718682766,0.8661280776361624,0.6960300969485236,0.7904026239834374,0.8611511983017363,0.8323937245115284,0.7428201856432015,0.7464615897710675,0.7555730638523623,0.7429139946148624,0.751953169571547,0.7586912803866057,0.7548204087816365,0.7814745421159631,0.7894323044493284,0.7975304197627566,0.8144078160679198,0.833200015435368,0.859011749024975,0.8793420209340493,0.8968598425707527,0.9116610511165504,0.9175020014562852,0.9141181697688007,0.9038356680680651,0.8949345803473855
S08600_L0227_E001,42.8571428571,0.974020281235377,0.9733518682718277,0.9721694731712341,0.9703911058505377,0.9690458335081736,0.9672294537226359,0.9639199326833089,0.9485604687631131,0.9431266700377067,0.9388603702088197,0.9315947975131372,0.9259476403867205,0.9237911419086158,0.9193289236463607,0.9155181350037456,0.9118747410466894,0.9079125595539809,0.9061664998531341,0.8990037316936457,0.8951312855010232,0.8923014309431115,0.892708411042889,0.8896288540015618,0.8856556553840638,0.9233306238772674,0.9481659670363498,0.9625703424768375,0.9506105740820392,0.9165335773533512,0.9152441217183689,0.9139797001158986,0.8980238073390934,0.8943385462694705,0.8984682612053054,0.8775600073904597,0.8909005992881305,0.8914000694378853,0.8999036362553122,0.9110990945039659,0.9235501589971363,0.9376286835633207,0.9471362261735775,0.953690744795427,0.9565650052861244,0.9579873030209385,0.95685233283894,0.9499662982589536,0.9378590341567529
S08606_L0224_E001,0.0,0.9649008140563965,0.9651905256112416,0.9640965477625529,0.9621254493395488,0.9606214603583018,0.9587344934940338,0.9545465617577235,0.9407825049273669,0.9340838304275336,0.9287434138469398,0.921687919848909,0.9151343407646443,0.915375756179293,0.910725624056533,0.9070645070082197,0.9022223103051074,0.8984599041622132,0.8963242586466174,0.8896026700005556,0.8831828934656611,0.8800635966559252,0.8795870380681008,0.8734815811639031,0.8691792717476686,0.8188333167359939,0.8904926415371878,0.9309023650272236,0.9072138592650942,0.8401404228517171,0.831164272533432,0.8308813286421554,0.7954855487354048,0.7893139768627268,0.7889445152804851,0.7738931823755074,0.800688012446446,0.813507865672701,0.8222691244029231,0.8423187998930767,0.8573721242071538,0.8828787984858328,0.8997226382819803,0.9163682391701368,0.9270677953707741,0.9352377954565217,0.9369275486682267,0.9324150227758623,0.9301069506221541
S08614_L0218_E001,40.0,0.9635380030870437,0.960270625114441,0.9572464994192124,0.9571493751605352,0.9556219586133957,0.9541689415375392,0.9511758958896002,0.9385228707455099,0.9306679308973252,0.9238819903545081,0.9139890154711903,0.9087524294315371,0.9081819583882267,0.9039546954104056,0.899593302406293,0.8952573980043331,0.8914484162561905,0.8881805760314068,0.8806294297712545,0.8750198176124444,0.8726867996806589,0.8724309470032652,0.8684101081440846,0.8656259278569681,0.34223225901789744,0.5117876609397456,0.6853067915239871,0.5993327595588968,0.39025803176500573,0.37700633561356683,0.35682232980770473,0.3076509922863643,0.3152083316559142,0.29886576411102445,0.2833120326448826,0.29780066131412264,0.3437359934626131,0.396343396161886,0.4432484429396817,0.5149672848430286,0.6085840191544636,0.6693146902892295,0.7279289782006845,0.7819306098622834,0.8156172267954851,0.8374578727808689,0.8357927636007548,0.8211151490909866
S08625_L0200_E001,62.5,0.9668412150144577,0.9675679561694464,0.9669730797211329,0.9672490691741308,0.9665865483283996,0.9650489106973013,0.9607968588670095,0.9442301694216828,0.938495831757163,0.9334273582013944,0.9265500151016749,0.9207209132509306,0.9199269234910608,0.9157407695706934,0.9126986963097006,0.9083337988617519,0.9052622254143935,0.9031854113542165,0.8964274537178766,0.8926793896605572,0.8906983628394082,0.8916178162557383,0.888621777827541,0.8882115857129296,0.9633749449918235,0.9791851706606249,0.9823621419721721,0.9778770906426769,0.9586666037121552,0.9587485933291376,0.9573647886769148,0.9481365727195471,0.9396250101274976,0.932529796760742,0.924234066420069,0.9321221751817603,0.9366912356593423,0.9452353181214578,0.9528776525701509,0.9620910669027553,0.970239364138465,0.9758650083884933,0.980350563826095,0.9839713945360911,0.9860590921522808,0.9862525425119232,0.9845759164116605,0.982166082282786
S08627_L0219_E001,0.0,0.9674883082310358,0.9695370460351308,0.9691455235481262,0.9677667888005574,0.9654626812140147,0.9643507775465647,0.9595223298470179,0.9404993007543186,0.9325928059021632,0.9267516233262917,0.9185902324865262,0.9119686096260945,0.910910758124839,0.90588763372538,0.9017304768636822,0.8971922385278158,0.8931024371292442,0.891524013771365,0.8829983855123477,0.8779351511367907,0.8758288305420429,0.875991861641407,0.8727440519382557,0.8710311705122391,0.5649458074692336,0.7392419731886667,0.8394037156176967,0.7910518125398527,0.6498423455633303,0.6452286044897375,0.6555954725983405,0.6168108388553191,0.6279968028632201,0.6459363561670401,0.6296828492816883,0.6673324188989022,0.6785955592649008,0.6907304452094499,0.7111840808529312,0.7417574339353825,0.7877121147604443,0.8199623088673508,0.8412903550045076,0.8546538171690813,0.8746538033155097,0.88100594777412,0.8764090741914493,0.8614360679225993
S08628_L0243_E001,100.0,0.9670302280584971,0.9660014477968216,0.9651021395524343,0.9650226919651032,0.963085064013799,0.9621211359500885,0.9591512534618377,0.94436009940571,0.9386268635691765,0.9332860163962469,0.92545515130274,0.9213454032495307,0.920265614716957,0.9170320598824571,0.9143822231863936,0.9104799831546843,0.9081470294284324,0.9060245531573892,0.9004201311521853,0.8970821898278469,0.8956406510888288,0.8974831868559122,0.895116327876846,0.8968596987227598,0.9419794480059067,0.9727450916707406,0.9820440599620174,0.9770594951482984,0.9604235616973325,0.9616909624444687,0.9606099009092199,0.9537626597300439,0.9472518189550359,0.9401508497914733,0.9376022773173538,0.9417616559458162,0.9432433700121525,0.9516024391116448,0.9592055048266225,0.9669440902046267,0.9740980667066953,0.9783717045559955,0.9817495718962823,0.9839691989710573,0.9860026057690476,0.9857910264061862,0.9839642445711154,0.9812952937626314
S08636_L0243_E001,100.0,0.9660169297854105,0.9656738719940186,0.9648398303985596,0.9644097915490468,0.9642016233205796,0.963050772746404,0.959544904033343,0.9441292509237925,0.9396404018315176,0.9358064706611137,0.9298150515407324,0.926226555544883,0.9253679366049667,0.9213812568845848,0.9183883267007769,0.9145757226111988,0.911454500147452,0.9094178024418652,0.9029681582835813,0.9000175235147277,0.8973802815023809,0.896988971973459,0.8942719753881295,0.891891152660052,0.9583368182265177,0.9757078677006478,0.9776400042133674,0.9705326074117421,0.9491152797234047,0.9508517786587632,0.9523797653946872,0.942475242523177,0.9339035966212905,0.9345320891341746,0.9268410400065411,0.9310673722741091,0.9327445926913418,0.9384994087231296,0.9424692715158879,0.9498519580910845,0.9596386906082416,0.9665769490349033,0.9719623225640802,0.9752613207940369,0.9778036915422653,0.9792583400042162,0.9771280038856153,0.9738114456356514
